Filepath1, Filename1, Startline1, Endline1, Type1, Filepath2, Filename2, Startline2, Endline2, Type2, Clonetype, Similarity
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/src/ssmith/io/Base64.java,1139080.java,845,871,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/src/main/java/net/iharder/base64/Base64.java,2481579.java,857,883,selected,2,1.0
/src/SQLToLDIF/src/Base64.java,126904.java,836,862,default,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/restclient-lib/src/main/java/org/wiztools/restclient/Base64.java,364540.java,835,861,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/branches/Aug09/backend2/core/src/main/java/net/sourceforge/ondex/workflow2/base/Base64.java,964253.java,838,864,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/base64/Special_Licensing/Base64-2.2.2-BSD.java,16883.java,853,879,default,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/src_branch/com.ivis.xprocess.core/src/com/ivis/xprocess/framework/xml/Base64.java,1483221.java,836,862,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/mafro-sesam/sesam-auth/src/main/java/se/mafro/util/Base64.java,2215261.java,838,864,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/groom/utils/Base64.java,2365821.java,838,864,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/trunk/babbly/src/org/babbly/core/util/Base64.java,1402632.java,838,864,selected,2,1.0
/trunk/src/org/taak/util/Base64.java,183804.java,752,778,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/trunk/src/main/net/sf/jailer/util/Base64.java,593263.java,837,863,selected,2,1.0
/lrf-epub-tools/src/main/java/lrf/base64/Base64.java,244622.java,837,863,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/trunk/src/java/dovetaildb/util/Base64.java,2430560.java,838,864,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/dev-dir-struct/jssh/src/IharderSourceforgeNet/Base64.java,1802351.java,838,864,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/trunk/src/com/patientis/business/security/Base64.java,304936.java,835,861,selected,2,1.0
/android/src/com/sugree/jibjib/util/Base64.java,707943.java,837,863,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/trunk/src/main/java/br/com/radiceti/falke/util/Base64.java,1496807.java,848,874,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,754,780,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/trunk/workspace-mozswing/base64/src/net/sourceforge/iharder/Base64.java,1876215.java,753,779,selected,2,1.0
a/src/org/dbreplicator/repconsole/Base64.java,2640664.java,753,779,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/Steamer/src/com/programiraj/util/Base64.java,2229382.java,838,864,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/src/udpInvoker/main/Base64.java,2038811.java,838,864,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/trunk/chemoinformatics/org.nodes4knime.chemistry/src/org/nodes4knime/chemicalutils/file/Base64.java,419020.java,901,927,selected,2,1.0
/eu.more.components/eu.more.identityproviderservice/tags/1.0.0/src/eu/more/identityproviderservice/commons/Base64.java,2348309.java,754,780,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/eu.more.components/eu.more.cryptographicservicecore/trunk/src/eu/more/cryptographicservicecore/commons/Base64.java,2339370.java,755,781,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/trunk/src/net/ymeng/httpfx/util/Base64.java,2108660.java,923,949,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,/branches/0.5/backend2/core/src/net/sourceforge/ondex/xten/scripting/r/Base64.java,588446.java,839,865,selected,2,1.0
/yeritools/program/code/src/base/main/java/com/yerihyo/yeritools/text/Base64.java,2190287.java,837,863,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,2,1.0
t/des/MainDESEncryptStream.java,178830.java,14,22,selected,t/des/MainDESDecryptStream.java,627221.java,14,22,selected,2,1.0
t/des/MainDESEncryptStream.java,178830.java,14,22,selected,t/tdes/MainTDESDecryptStream.java,1710243.java,13,21,selected,2,1.0
t/des/MainDESEncryptStream.java,178830.java,14,22,selected,t/tdes/MainTDESEncryptStream.java,2250750.java,13,21,selected,2,1.0
/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,/trunk/src/tico/editor/TFileHandler.java,299629.java,199,205,selected,2,1.0
/trunk/yawleditor/trunk/source/org/yawlfoundation/yawl/editor/api/util/FileUtil.java,1571204.java,43,49,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,2,1.0
/trunk/yawleditor/tags/v1.5.1/source/au/edu/qut/yawl/editor/foundations/FileUtilities.java,1623414.java,34,40,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,2,1.0
/plugin/src/edu/hawaii/ics/csdl/jupiter/file/FileUtil.java,464186.java,27,33,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,2,1.0
/vavi-commons-sandbox/src/main/java/vavi/util/FileUtil.java,999982.java,18,24,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,2,1.0
/pebble/src/net/sourceforge/pebble/util/FileUtils.java,685601.java,89,95,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,2,1.0
/trunk/yawleditor/trunk/source/org/yawlfoundation/yawl/editor/foundations/FileUtilities.java,2088123.java,40,46,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,2,1.0
/java/src/gov/lanl/archive/impl/StandardProcessor.java,1247433.java,142,148,selected,/insight/insight-ui/trunk/src/main/java/com/mindtree/techworks/insight/preferences/xmlpersistence/XMLPreferenceDataHandler.java,520526.java,389,395,selected,2,1.0
/trunk/ihe/src/com/misyshealthcare/connect/ihe/XdmMessenger.java,2132905.java,72,78,selected,/insight/insight-ui/trunk/src/main/java/com/mindtree/techworks/insight/preferences/xmlpersistence/XMLPreferenceDataHandler.java,520526.java,389,395,selected,2,1.0
/insight/insight-ui/trunk/src/main/java/com/mindtree/techworks/insight/preferences/xmlpersistence/XMLPreferenceDataHandler.java,520526.java,389,395,selected,/org.plog4u.wiki/src/org/plog4u/wiki/export/html/WikiHTMLExporter.java,2220153.java,87,93,selected,2,1.0
/trunk/internal/jshm/internal/patcher/JarLoader.java,2688879.java,37,49,selected,/trunk/vademecum/plugins/core/src/vademecum/ui/dialogs/PluginManagerDialog.java,153582.java,256,268,selected,2,1.0
/trunk/vademecum/plugins/core/src/vademecum/ui/dialogs/PluginManagerDialog.java,153582.java,256,268,selected,/trunk/ISPyB/ISPyB4/server/src/ispyb/server/webservice/WebService/SessionExporter.java,2211044.java,280,292,selected,2,1.0
/EddTools/src/no/uio/edd/utils/fileutils/FileUtils.java,1262585.java,54,66,selected,/trunk/vademecum/plugins/core/src/vademecum/ui/dialogs/PluginManagerDialog.java,153582.java,256,268,selected,2,1.0
/VragenController.java,1752530.java,128,140,selected,/trunk/vademecum/plugins/core/src/vademecum/ui/dialogs/PluginManagerDialog.java,153582.java,256,268,selected,2,1.0
/WoordController.java,1632727.java,129,141,selected,/trunk/vademecum/plugins/core/src/vademecum/ui/dialogs/PluginManagerDialog.java,153582.java,256,268,selected,2,1.0
/trunk/tools/org.vexi.widgetdoc/src/org/vexi/widgetdoc/util/Util.java,567178.java,45,57,selected,/trunk/vademecum/plugins/core/src/vademecum/ui/dialogs/PluginManagerDialog.java,153582.java,256,268,selected,2,1.0
/trunk/vademecum/plugins/core/src/vademecum/ui/dialogs/PluginManagerDialog.java,153582.java,256,268,selected,/trunk/MPOWER-Communicator/soap/call/client/src/main/java/at/arcsmed/mpower/communicator/soap/call/client/CallClient.java,215042.java,58,70,selected,2,1.0
/EasyWay/src/org/easyway/tiles/generic/OptimizedSaver.java,2082.java,64,76,selected,/trunk/vademecum/plugins/core/src/vademecum/ui/dialogs/PluginManagerDialog.java,153582.java,256,268,selected,2,1.0
/JackySong-Core/src/jacky/lanlan/song/io/FileUtils.java,861615.java,507,528,selected,/trunk/eclipse-plugins/org.nexopenframework.ide.eclipse.commons/src/org/nexopenframework/ide/eclipse/commons/io/FileUtils.java,1436558.java,190,211,selected,2,1.0
/trunk/unitils-core/src/main/java/org/unitils/thirdparty/org/apache/commons/io/FileUtils.java,2668601.java,369,390,selected,/JackySong-Core/src/jacky/lanlan/song/io/FileUtils.java,861615.java,507,528,selected,2,1.0
/confeito/src/org/t2framework/confeito/apache/commons/io/FileUtils.java,356375.java,500,521,selected,/JackySong-Core/src/jacky/lanlan/song/io/FileUtils.java,861615.java,507,528,selected,2,1.0
/JackySong-Core/src/jacky/lanlan/song/io/FileUtils.java,861615.java,507,528,selected,/trunk/src/main/java/org/jpxx/commons/util/FileUtils.java,372617.java,499,520,selected,2,1.0
/trunk/contrib/jama-1.0.2/Jama/test/TestMatrix.java,1117466.java,33,749,selected,/ screencalibration/ScreenCalibration/src/screen_calibration/Jama/test/TestMatrix.java,670331.java,33,749,selected,2,1.0
/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,/trunk/workspace-mozswing/base64/src/net/sourceforge/iharder/Base64.java,1876215.java,789,815,selected,2,1.0
/trunk/core/workflow-base/src/main/java/net/sourceforge/ondex/workflow/engine/Base64.java,375037.java,887,913,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
a/src/org/dbreplicator/repconsole/Base64.java,2640664.java,789,815,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/trunk/Base64.java,85394.java,872,898,default,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/src/udpInvoker/main/Base64.java,2038811.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/com/nimium/Base64.java,2554952.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,/trunk/babbly/src/org/babbly/core/util/Base64.java,1402632.java,874,900,selected,2,1.0
/peakml/src/peakml/util/Base64.java,209298.java,840,866,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,/mrstk/src/FileFormats/Base64.java,1098324.java,851,877,selected,2,1.0
/trunk/src/main/net/sf/jailer/util/Base64.java,593263.java,873,899,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/trunk/src/java/dovetaildb/util/Base64.java,2430560.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/src/ssmith/io/Base64.java,1139080.java,881,907,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/dev-dir-struct/jssh/src/IharderSourceforgeNet/Base64.java,1802351.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/tags/prior-to-modularising/backend2/core/src/main/java/net/sourceforge/ondex/workflow2/support/Base64.java,110490.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/src/java/librairie/Base64.java,1103041.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/trunk/Base64.java,122954.java,872,898,default,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/eu.more.components/eu.more.keydistributionservice/tags/1.0.0/src/eu/more/keydistributionservice/commons/Base64.java,264272.java,790,816,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/ontopia-engine/src/main/java/net/ontopia/net/Base64.java,1882693.java,873,899,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/trunk/java/src/net/sf/pamvi/sso/Base64.java,753625.java,790,816,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/trunk/src/com/sesca/misc/Base64.java,1511595.java,870,896,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/trunk/source/java/writer2latex/util/Base64.java,1560483.java,790,816,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/src/SQLToLDIF/src/Base64.java,126904.java,872,898,default,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/mafro-sesam/sesam-auth/src/main/java/se/mafro/util/Base64.java,2215261.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/trunk/src/org/taak/util/Base64.java,183804.java,788,814,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/yeritools/program/code/src/base/main/java/com/yerihyo/yeritools/text/Base64.java,2190287.java,873,899,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/branches/Aug09/backend2/core/src/main/java/net/sourceforge/ondex/workflow2_old/support/Base64.java,597475.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/trunk/src/com/patientis/business/security/Base64.java,304936.java,871,897,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/android/src/com/sugree/jibjib/util/Base64.java,707943.java,873,899,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,/src/main/java/net/iharder/base64/Base64.java,2481579.java,893,919,selected,2,1.0
/Cydonia/src/iharder/net/base64/Base64.java,1966020.java,894,920,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/restclient-lib/src/main/java/org/wiztools/restclient/Base64.java,364540.java,871,897,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/branches/Aug09/backend2/core/src/main/java/net/sourceforge/ondex/workflow2/base/Base64.java,964253.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,/groom/utils/Base64.java,2365821.java,874,900,selected,2,1.0
/src_branch/com.ivis.xprocess.core/src/com/ivis/xprocess/framework/xml/Base64.java,1483221.java,872,898,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/src/net/sf/mailand/smtp/server/Base64.java,2599719.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/Base64.java,77069.java,872,898,default,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,/trunk/chemoinformatics/org.nodes4knime.chemistry/src/org/nodes4knime/chemicalutils/file/Base64.java,419020.java,939,965,selected,2,1.0
/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,/branches/0.5/backend2/core/src/net/sourceforge/ondex/xten/scripting/r/Base64.java,588446.java,875,901,selected,2,1.0
/lrf-epub-tools/src/main/java/lrf/base64/Base64.java,244622.java,873,899,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/ourproject/trunk/src/main/java/it/unibo/deis/uniboEnv_p2p/application/utils/Base64.java,1931054.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/trunk/src/main/java/br/com/radiceti/falke/util/Base64.java,1496807.java,884,910,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/base64/Special_Licensing/Base64-2.2.2-BSD.java,16883.java,889,915,default,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/code/MAS/src/mas/common/Base64.java,2429982.java,872,898,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/Steamer/src/com/programiraj/util/Base64.java,2229382.java,874,900,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,/trunk/src/net/ymeng/httpfx/util/Base64.java,2108660.java,959,985,selected,2,1.0
/eu.more.components/eu.more.identityproviderservice/tags/1.0.0/src/eu/more/identityproviderservice/commons/Base64.java,2348309.java,790,816,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/trunk/workspace-mozswing/base64/src/net/sourceforge/iharder/Base64.java,1876215.java,789,815,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/trunk/core/workflow-base/src/main/java/net/sourceforge/ondex/workflow/engine/Base64.java,375037.java,887,913,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,a/src/org/dbreplicator/repconsole/Base64.java,2640664.java,789,815,selected,2,1.0
/trunk/Base64.java,85394.java,872,898,default,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/src/udpInvoker/main/Base64.java,2038811.java,874,900,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/com/nimium/Base64.java,2554952.java,874,900,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/trunk/babbly/src/org/babbly/core/util/Base64.java,1402632.java,874,900,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/peakml/src/peakml/util/Base64.java,209298.java,840,866,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/mrstk/src/FileFormats/Base64.java,1098324.java,851,877,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/trunk/src/main/net/sf/jailer/util/Base64.java,593263.java,873,899,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/trunk/src/java/dovetaildb/util/Base64.java,2430560.java,874,900,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/src/ssmith/io/Base64.java,1139080.java,881,907,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/dev-dir-struct/jssh/src/IharderSourceforgeNet/Base64.java,1802351.java,874,900,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/tags/prior-to-modularising/backend2/core/src/main/java/net/sourceforge/ondex/workflow2/support/Base64.java,110490.java,874,900,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/src/java/librairie/Base64.java,1103041.java,874,900,selected,2,1.0
/trunk/Base64.java,122954.java,872,898,default,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/eu.more.components/eu.more.keydistributionservice/tags/1.0.0/src/eu/more/keydistributionservice/commons/Base64.java,264272.java,790,816,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/ontopia-engine/src/main/java/net/ontopia/net/Base64.java,1882693.java,873,899,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/trunk/java/src/net/sf/pamvi/sso/Base64.java,753625.java,790,816,selected,2,1.0
/trunk/src/com/sesca/misc/Base64.java,1511595.java,870,896,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/trunk/source/java/writer2latex/util/Base64.java,1560483.java,790,816,selected,2,1.0
/src/SQLToLDIF/src/Base64.java,126904.java,872,898,default,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/mafro-sesam/sesam-auth/src/main/java/se/mafro/util/Base64.java,2215261.java,874,900,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/trunk/src/org/taak/util/Base64.java,183804.java,788,814,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/yeritools/program/code/src/base/main/java/com/yerihyo/yeritools/text/Base64.java,2190287.java,873,899,selected,2,1.0
/branches/Aug09/backend2/core/src/main/java/net/sourceforge/ondex/workflow2_old/support/Base64.java,597475.java,874,900,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/trunk/src/com/patientis/business/security/Base64.java,304936.java,871,897,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/android/src/com/sugree/jibjib/util/Base64.java,707943.java,873,899,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/src/main/java/net/iharder/base64/Base64.java,2481579.java,893,919,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/Cydonia/src/iharder/net/base64/Base64.java,1966020.java,894,920,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/restclient-lib/src/main/java/org/wiztools/restclient/Base64.java,364540.java,871,897,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/branches/Aug09/backend2/core/src/main/java/net/sourceforge/ondex/workflow2/base/Base64.java,964253.java,874,900,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/groom/utils/Base64.java,2365821.java,874,900,selected,2,1.0
/src_branch/com.ivis.xprocess.core/src/com/ivis/xprocess/framework/xml/Base64.java,1483221.java,872,898,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,2,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/src/net/sf/mailand/smtp/server/Base64.java,2599719.java,874,900,selected,2,1.0
/Base64.java,77069.java,872,898,default,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,2,1.0
